customer_id,tension,tariff,power,department,section,segment,zone
648,BT 230 V,TRS,3300,10,5,307,75
651,BT 230 V,TRS,6600,1,16,30,2
654,BT 230 V,TRS,2200,3,17,175,2
656,BT 230 V,TRS,2300,16,1,30,14
657,BT 230 V,TGS,2200,10,1,139,602
659,BT 230 V,TRS,2200,14,1,316,811
661,BT 230 V,TRS,7400,18,9,3,802
662,BT 230 V,TRS,2200,5,1,513,601
664,BT 230 V,TRS,2200,1,12,11,6
666,BT 230 V,TRS,5500,14,8,3,1
667,BT 230 V,TRS,3300,12,5,203,608
668,BT 230 V,TRS,7400,12,10,1,2
670,BT 230 V,TRS,7400,5,8,301,17
671,BT 230 V,TRS,4600,17,13,103,6
672,BT 230 V,TRS,3300,1,9,33,603
673,BT 230 V,TRS,2200,1,10,116,2
674,BT 230 V,TRS,7400,1,12,136,17
676,BT 230 V,TRS,2200,16,6,311,46
677,BT 230 V,TRS,2200,1,22,16,7
680,BT 230 V,TCB,3700,3,27,111,608
681,BT 230 V,TRS,3700,3,1,201,30
682,BT 230 V,TRS,3300,1,22,205,2
683,BT 230 V,TGS,7400,1,18,129,8
685,BT 230 V,TRS,3700,1,21,246,14
686,BT 230 V,TRS,2200,3,4,39,5
687,BT 230 V,TRS,2200,2,7,8,601
688,BT 230 V,TRS,2200,1,10,213,7
689,BT 230 V,TGS,22000,14,5,109,600
690,BT 230 V,TRS,2300,1,21,228,5
691,BT 230 V,TRS,2300,1,10,43,5
692,BT 230 V,TRS,2200,1,10,203,12
693,BT 230 V,TRS,2200,17,1,32,704
694,BT 230 V,TRS,9200,9,1,27,2
695,BT 230 V,TRS,4400,1,10,201,4
697,BT 230 V,TRS,2200,3,37,117,63
698,BT 230 V,TRS,4400,10,1,73,2
699,BT 230 V,TRS,6600,3,37,374,600
700,BT 230 V,TCB,3700,1,10,216,9
702,BT 230 V,TRS,5500,1,12,11,11
706,BT 230 V,TRS,4400,1,22,33,8
707,BT 230 V,TGS,6600,1,6,203,5
708,BT 230 V,TCB,2200,17,3,10,3
711,BT 230 V,TRS,4400,19,1,213,29
712,BT 230 V,TRS,2200,3,27,96,3
713,BT 230 V,TRS,2200,7,1,1,10
714,BT 230 V,TRS,3700,1,11,73,5
715,BT 230 V,TCB,3700,3,37,143,24
717,BT 230 V,TRS,7600,1,10,73,10
718,BT 230 V,TRS,3300,8,2,17,3
719,BT 230 V,TRS,2300,1,9,58,14
720,BT 230 V,TRS,2200,15,2,28,9
721,BT 230 V,TRS,3700,10,1,333,600
722,BT 230 V,TRS,3700,19,1,221,27
723,BT 230 V,TRS,2200,3,37,185,18
724,BT 230 V,TGS,6600,1,13,21,8
727,BT 230 V,TRS,2200,6,1,14,8
728,BT 230 V,TRS,2200,3,1,22,501
729,BT 230 V,TRS,4400,1,10,210,2
731,BT 230 V,TRS,3300,1,24,218,804
736,BT 230 V,TRS,5500,5,10,106,16
738,BT 230 V,TRS,3300,16,6,206,3
740,BT 230 V,TRS,3700,3,5,15,4
741,BT 230 V,TRS,5500,1,10,134,7
742,BT 230 V,TRS,7400,1,10,43,6
743,BT 230 V,TCB,3700,17,1,38,10
745,BT 230 V,TRS,2200,3,27,115,600
749,BT 230 V,TRS,3700,1,17,133,1
750,BT 230 V,TCBD,3700,1,11,90,810
752,BT 230 V,TRS,2200,17,1,2,7
755,BT 230 V,TCBD,3700,1,11,90,810
756,BT 230 V,TCBT,3700,1,11,90,810
757,BT 230 V,TGS,3400,18,10,7,11
759,BT 230 V,TRS,2200,1,22,202,15
761,BT 230 V,TRS,5500,11,5,112,805
762,BT 230 V,TRS,4600,1,12,18,4
763,BT 230 V,TCBD,3700,1,11,90,814
764,BT 230 V,TRS,2200,9,1,24,2
765,BT 230 V,TRS,2300,11,12,224,29
766,BT 230 V,TRS,2200,1,22,16,4
767,BT 230 V,TRS,5700,10,3,12,34
772,BT 230 V,TCB,3700,19,6,6,3
773,BT 230 V,TRS,4400,3,5,11,13
774,BT 230 V,TRS,2200,19,1,11,8
776,BT 230 V,TRS,2200,16,6,218,800
780,BT 230 V,TRS,4600,16,6,210,802
782,BT 230 V,TGS,19000,1,22,218,7
783,BT 230 V,TCBD,3700,1,11,90,812
785,BT 230 V,TRS,3300,12,5,203,608
786,BT 230 V,TGS,3300,1,18,215,600
787,BT 230 V,TRS,7400,10,3,12,802
789,BT 230 V,TRS,2200,10,1,72,809
791,BT 230 V,TRS,2200,16,6,408,801
792,BT 230 V,TRS,2200,3,4,8,15
793,BT 230 V,TRS,2200,1,11,31,6
794,BT 230 V,TRS,2200,10,1,77,3
795,BT 230 V,TRS,3700,8,1,23,19
796,BT 230 V,TCB,2200,1,9,60,6
799,BT 230 V,TCB,2200,2,7,13,17
800,BT 230 V,TRS,11000,15,11,105,8
801,BT 230 V,TRS,2200,3,5,7,3
802,BT 230 V,TCBD,3700,1,11,90,807
805,BT 230 V,TCB,3700,5,1,14,46
807,BT 230 V,TRS,2200,12,2,303,49
808,BT 230 V,APD,12000,10,1,263,12
811,BT 230 V,TCBD,3700,1,11,90,808
814,BT 230 V,TRS,2200,17,1,35,4
815,BT 230 V,TRS,5000,1,22,101,600
816,BT 230 V,TRS,3700,1,17,216,10
818,BT 230 V,TRS,2200,1,23,105,4
819,BT 230 V,TRS,6600,1,10,129,7
820,BT 230 V,TRS,4600,1,3,204,3
821,BT 230 V,TRS,4600,3,37,383,87
822,BT 230 V,TRS,2200,1,10,124,5
823,BT 230 V,TRS,2200,1,10,233,10
824,BT 230 V,TRS,3300,16,2,307,4
827,BT 230 V,TRS,6000,1,10,149,24
828,BT 230 V,TCB,3700,15,2,140,20
830,BT 230 V,TRS,4600,1,12,216,3
831,BT 230 V,TRS,2200,1,20,37,4
836,BT 230 V,TRS,2200,3,27,5,6
838,BT 230 V,TRS,4400,11,12,134,813
839,BT 230 V,TRS,6600,1,10,333,15
840,BT 230 V,TCB,3700,12,1,20,13
841,BT 230 V,TCBD,3700,1,11,90,700
842,BT 230 V,TCBD,3700,1,11,90,812
843,BT 230 V,TRS,2200,11,12,224,33
845,BT 230 V,TCBT,3700,1,11,90,700
846,BT 230 V,TRS,2300,5,6,111,16
848,BT 230 V,TRS,18000,5,1,1,16
849,BT 230 V,TRS,2200,1,17,138,604
850,BT 230 V,TRS,2300,1,22,223,4
854,BT 230 V,TRS,3700,3,4,338,41
855,BT 230 V,TRS,3700,1,19,207,8
856,BT 230 V,TRS,6600,3,17,162,23
